time,jogos,pontos,vitorias,empates,derrotas,gols_pro,gols_contra,saldo_gols,posicao_r19,temporada,aproveitamento,distancia_para_16,distancia_para_z4,pontos_por_jogo,gols_pro_por_jogo,gols_contra_por_jogo,saldo_por_jogo,aproveitamento_ultimos_5,variacao_posicao_ultimas_5,percentual_pontos_casa,percentual_pontos_fora,posicao_final,rebaixado,serie_a_last_5,previous_season_position,previous_season_score,squad_strength_0_100,recent_points_last5,recent_goal_diff_last5,elo_ajustado
Athletico-PR,19,28,8,4,7,21,18,3,8,2024,0.49122807017543857,10,11,1.4736842105263157,1.105263157894737,0.9473684210526315,0.15789473684210525,0.4,-1,0.6071428571428571,0.39285714285714285,17,1,5.0,8.0,13.0,98.2,6.0,0.7894736842105263,1465.660972752581
Internacional,19,28,7,7,5,19,17,2,9,2024,0.49122807017543857,10,11,1.4736842105263157,1.0,0.8947368421052632,0.10526315789473684,0.3333333333333333,-3,0.5357142857142857,0.4642857142857143,5,0,5.0,9.0,12.0,96.8,5.0,0.5263157894736842,1713.8957545418189
Atletico-MG,19,28,7,7,5,27,27,0,10,2024,0.49122807017543857,10,11,1.4736842105263157,1.4210526315789473,1.4210526315789473,0.0,0.4666666666666667,0,0.5714285714285714,0.42857142857142855,12,0,5.0,3.0,18.0,105.2,7.0,0.0,1539.0397501401658
Vasco,19,26,8,2,9,21,28,-7,11,2024,0.45614035087719296,8,9,1.368421052631579,1.105263157894737,1.4736842105263157,-0.3684210526315789,0.8,3,0.7692307692307693,0.23076923076923078,10,0,3.0,15.0,6.0,76.4,12.0,-1.8421052631578947,1590.4849872061493
Bragantino,19,26,7,5,7,24,23,1,12,2024,0.45614035087719296,8,9,1.368421052631579,1.263157894736842,1.2105263157894737,0.05263157894736842,0.26666666666666666,-4,0.7692307692307693,0.23076923076923078,16,0,4.0,6.0,15.0,95.0,4.0,0.2631578947368421,1556.7670789710255
Criciuma,19,24,6,6,7,27,28,-1,13,2024,0.42105263157894735,6,7,1.263157894736842,1.4210526315789473,1.4736842105263157,-0.05263157894736842,0.26666666666666666,-1,0.5833333333333334,0.4166666666666667,18,1,0.0,22.0,-1.0,48.6,4.0,-0.2631578947368421,1419.374134049662
Juventude,19,22,5,7,7,20,24,-4,14,2024,0.38596491228070173,4,5,1.1578947368421053,1.0526315789473684,1.263157894736842,-0.21052631578947367,0.4,-1,0.8636363636363636,0.13636363636363635,15,0,2.0,22.0,-1.0,60.6,6.0,-1.0526315789473684,1528.9695637582067
Corinthians,19,19,4,7,8,17,25,-8,15,2024,0.3333333333333333,1,2,1.0,0.8947368421052632,1.3157894736842106,-0.42105263157894735,0.4666666666666667,2,0.7368421052631579,0.2631578947368421,7,0,5.0,13.0,8.0,91.2,7.0,-2.1052631578947367,1761.101341751857
Cuiaba,19,18,4,6,9,18,23,-5,16,2024,0.3157894736842105,0,1,0.9473684210526315,0.9473684210526315,1.2105263157894737,-0.2631578947368421,0.3333333333333333,-1,0.3888888888888889,0.6111111111111112,20,1,3.0,12.0,9.0,80.6,5.0,-1.3157894736842104,1438.441798879043
Fluminense,19,17,4,5,10,15,24,-9,17,2024,0.2982456140350877,-1,0,0.8947368421052632,0.7894736842105263,1.263157894736842,-0.47368421052631576,0.6666666666666666,3,0.7647058823529411,0.23529411764705882,13,0,5.0,7.0,14.0,99.6,10.0,-2.3684210526315788,1635.4776854696022
Gremio,19,15,4,3,12,16,26,-10,18,2024,0.2631578947368421,-3,-2,0.7894736842105263,0.8421052631578947,1.368421052631579,-0.5263157894736842,0.26666666666666666,0,0.8666666666666667,0.13333333333333333,14,0,4.0,2.0,19.0,100.6,4.0,-2.631578947368421,1612.9657922808278
Vitoria,19,15,4,3,12,20,32,-12,19,2024,0.2631578947368421,-3,-2,0.7894736842105263,1.0526315789473684,1.6842105263157894,-0.631578947368421,0.2,-3,0.6666666666666666,0.3333333333333333,11,0,0.0,22.0,-1.0,48.6,3.0,-3.1578947368421053,1632.4354148223447
Atletico-GO,19,12,2,6,11,16,29,-13,20,2024,0.21052631578947367,-6,-5,0.631578947368421,0.8421052631578947,1.5263157894736843,-0.6842105263157895,0.06666666666666667,-1,0.25,0.75,19,1,3.0,22.0,-1.0,66.6,1.0,-3.4210526315789473,1442.2424501665616
